subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S015,0,1,0,mirror,882,1,2026-05-24T08:00:00Z
S015,0,2,300,mirror,867,1,2026-05-24T08:00:02.380594Z
S015,0,3,180,normal,1131,1,2026-05-24T08:00:04.444828Z
S015,0,4,120,normal,1044,1,2026-05-24T08:00:06.548072Z
S015,0,5,240,normal,1115,1,2026-05-24T08:00:09.436951Z
S015,0,6,60,normal,808,1,2026-05-24T08:00:11.869595Z
S015,0,7,60,normal,860,1,2026-05-24T08:00:14.344339Z
S015,0,8,120,normal,877,1,2026-05-24T08:00:16.512140Z
S015,0,9,0,normal,787,1,2026-05-24T08:00:18.814052Z
S015,0,10,120,mirror,1090,0,2026-05-24T08:00:21.317489Z
S015,0,11,240,normal,993,0,2026-05-24T08:00:23.463838Z
S015,0,12,240,mirror,1051,1,2026-05-24T08:00:25.555012Z
S015,0,13,60,mirror,868,1,2026-05-24T08:00:28.551309Z
S015,0,14,0,mirror,779,1,2026-05-24T08:00:31.480239Z
S015,0,15,180,normal,1235,1,2026-05-24T08:00:33.501349Z
S015,0,16,300,mirror,731,0,2026-05-24T08:00:36.388525Z
S015,0,17,180,mirror,1275,1,2026-05-24T08:00:39.305458Z
S015,0,18,180,mirror,1175,1,2026-05-24T08:00:41.420301Z
S015,0,19,0,normal,749,1,2026-05-24T08:00:44.307715Z
S015,0,20,300,normal,732,1,2026-05-24T08:00:46.798355Z
S015,0,21,60,mirror,970,1,2026-05-24T08:00:48.806922Z
S015,0,22,300,normal,945,0,2026-05-24T08:00:51.118905Z
S015,0,23,120,mirror,1181,0,2026-05-24T08:00:53.228117Z
S015,0,24,240,mirror,1093,1,2026-05-24T08:00:55.712072Z
S015,1,1,120,mirror,998,1,2026-05-24T08:00:57.772207Z
S015,1,2,240,normal,788,1,2026-05-24T08:01:00.229793Z
S015,1,3,0,mirror,607,1,2026-05-24T08:01:02.369973Z
S015,1,4,300,normal,647,1,2026-05-24T08:01:05.266171Z
S015,1,5,0,normal,590,1,2026-05-24T08:01:07.292828Z
S015,1,6,300,mirror,832,1,2026-05-24T08:01:09.698536Z
