subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S019,0,1,120,mirror,1048,1,2026-05-28T08:00:00Z
S019,0,2,120,normal,888,1,2026-05-28T08:00:02.776623Z
S019,0,3,180,mirror,1235,1,2026-05-28T08:00:05.066936Z
S019,0,4,60,normal,694,1,2026-05-28T08:00:07.687698Z
S019,0,5,0,normal,710,1,2026-05-28T08:00:10.070457Z
S019,0,6,180,mirror,1255,1,2026-05-28T08:00:12.659161Z
S019,0,7,240,mirror,997,1,2026-05-28T08:00:15.070302Z
S019,0,8,300,mirror,846,1,2026-05-28T08:00:18.043478Z
S019,0,9,180,normal,1136,1,2026-05-28T08:00:20.350908Z
S019,0,10,180,normal,1032,1,2026-05-28T08:00:22.876883Z
S019,0,11,120,mirror,1261,1,2026-05-28T08:00:25.628370Z
S019,0,12,60,mirror,839,1,2026-05-28T08:00:28.069001Z
S019,0,13,240,mirror,1133,1,2026-05-28T08:00:30.881561Z
S019,0,14,0,mirror,738,1,2026-05-28T08:00:33.690380Z
S019,0,15,60,mirror,951,1,2026-05-28T08:00:36.015400Z
S019,0,16,300,normal,777,1,2026-05-28T08:00:38.722805Z
S019,0,17,0,mirror,780,1,2026-05-28T08:00:40.947608Z
S019,0,18,120,normal,1040,1,2026-05-28T08:00:43.791891Z
S019,0,19,300,mirror,898,1,2026-05-28T08:00:46.746128Z
S019,0,20,300,normal,752,0,2026-05-28T08:00:48.873196Z
S019,0,21,240,normal,1051,1,2026-05-28T08:00:50.932685Z
S019,0,22,60,normal,753,1,2026-05-28T08:00:53.337437Z
S019,0,23,0,normal,731,1,2026-05-28T08:00:55.796838Z
S019,0,24,240,normal,940,1,2026-05-28T08:00:58.356213Z
S019,1,1,120,mirror,933,1,2026-05-28T08:01:00.484975Z
S019,1,2,240,mirror,936,1,2026-05-28T08:01:03.201805Z
S019,1,3,180,normal,967,1,2026-05-28T08:01:05.960889Z
S019,1,4,240,normal,773,1,2026-05-28T08:01:08.087130Z
S019,1,5,0,mirror,657,1,2026-05-28T08:01:10.205735Z
S019,1,6,60,mirror,874,1,2026-05-28T08:01:12.239511Z
S019,1,7,0,mirror,679,1,2026-05-28T08:01:14.856683Z
S019,1,8,0,mirror,573,1,2026-05-28T08:01:17.095120Z
S019,1,9,240,normal,861,1,2026-05-28T08:01:19.414291Z
S019,1,10,180,mirror,1187,1,2026-05-28T08:01:22.162447Z
S019,1,11,60,mirror,719,1,2026-05-28T08:01:24.283614Z
S019,1,12,300,normal,674,1,2026-05-28T08:01:27.142965Z
S019,1,13,300,normal,679,1,2026-05-28T08:01:29.886199Z
S019,1,14,0,normal,634,1,2026-05-28T08:01:32.683819Z
S019,1,15,180,mirror,1125,1,2026-05-28T08:01:34.993602Z
S019,1,16,180,mirror,1133,1,2026-05-28T08:01:37.816965Z
S019,1,17,60,mirror,821,1,2026-05-28T08:01:40.110890Z
