subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S011,0,1,120,mirror,922,1,2026-05-20T08:00:00Z
S011,0,2,0,mirror,813,1,2026-05-20T08:00:02.466419Z
S011,0,3,300,mirror,896,1,2026-05-20T08:00:05.409918Z
S011,0,4,0,normal,677,1,2026-05-20T08:00:08.143131Z
S011,0,5,240,normal,1032,1,2026-05-20T08:00:10.648231Z
S011,0,6,0,normal,749,1,2026-05-20T08:00:12.675899Z
S011,0,7,60,mirror,964,1,2026-05-20T08:00:15.241147Z
S011,0,8,300,normal,796,0,2026-05-20T08:00:17.906864Z
S011,0,9,300,mirror,829,1,2026-05-20T08:00:20.461150Z
S011,0,10,120,mirror,1158,1,2026-05-20T08:00:23.125818Z
S011,0,11,300,normal,750,1,2026-05-20T08:00:25.130067Z
S011,0,12,240,normal,888,1,2026-05-20T08:00:28.009896Z
S011,0,13,60,normal,830,0,2026-05-20T08:00:30.254314Z
S011,0,14,180,normal,1129,1,2026-05-20T08:00:33.165054Z
S011,0,15,0,mirror,669,1,2026-05-20T08:00:35.638945Z
S011,0,16,180,normal,1088,1,2026-05-20T08:00:37.823085Z
S011,0,17,120,normal,898,1,2026-05-20T08:00:40.406710Z
S011,0,18,240,mirror,983,1,2026-05-20T08:00:42.647248Z
S011,0,19,60,normal,704,1,2026-05-20T08:00:44.714382Z
S011,0,20,180,mirror,1219,1,2026-05-20T08:00:46.737076Z
S011,0,21,240,mirror,995,1,2026-05-20T08:00:49.195286Z
S011,0,22,60,mirror,921,1,2026-05-20T08:00:51.836052Z
S011,0,23,180,mirror,1253,1,2026-05-20T08:00:54.722945Z
S011,0,24,120,normal,993,1,2026-05-20T08:00:57.535137Z
S011,1,1,120,normal,907,1,2026-05-20T08:00:59.731777Z
S011,1,2,60,mirror,857,1,2026-05-20T08:01:02.165823Z
S011,1,3,120,mirror,1028,1,2026-05-20T08:01:04.225385Z
S011,1,4,240,mirror,1022,1,2026-05-20T08:01:06.357529Z
S011,1,5,120,mirror,970,1,2026-05-20T08:01:09.209964Z
S011,1,6,240,mirror,1007,1,2026-05-20T08:01:11.906875Z
S011,1,7,180,mirror,1145,1,2026-05-20T08:01:14.802359Z
S011,1,8,120,normal,849,1,2026-05-20T08:01:16.878247Z
S011,1,9,120,mirror,993,1,2026-05-20T08:01:18.914608Z
S011,1,10,300,normal,756,1,2026-05-20T08:01:21.333368Z
S011,1,11,180,mirror,1290,1,2026-05-20T08:01:23.868440Z
S011,1,12,180,mirror,1028,1,2026-05-20T08:01:26.808140Z
S011,1,13,0,normal,558,1,2026-05-20T08:01:29.357702Z
S011,1,14,60,normal,771,1,2026-05-20T08:01:32.040023Z
S011,1,15,240,normal,787,1,2026-05-20T08:01:34.753437Z
S011,1,16,300,normal,617,1,2026-05-20T08:01:37.091779Z
S011,1,17,0,mirror,738,1,2026-05-20T08:01:40.014761Z
S011,1,18,180,normal,1078,1,2026-05-20T08:01:42.744557Z
S011,1,19,120,normal,798,1,2026-05-20T08:01:45.132168Z
S011,1,20,120,mirror,941,1,2026-05-20T08:01:47.905507Z
S011,1,21,240,mirror,950,1,2026-05-20T08:01:49.965526Z
S011,1,22,180,normal,1077,1,2026-05-20T08:01:52.126920Z
S011,1,23,60,normal,650,1,2026-05-20T08:01:54.976985Z
S011,1,24,120,normal,896,1,2026-05-20T08:01:57.949409Z
S011,1,25,0,mirror,594,1,2026-05-20T08:02:00.817091Z
S011,1,26,180,normal,1120,1,2026-05-20T08:02:02.930947Z
S011,1,27,180,mirror,1173,1,2026-05-20T08:02:05.596757Z
S011,1,28,0,normal,524,1,2026-05-20T08:02:07.639910Z
S011,1,29,240,normal,888,1,2026-05-20T08:02:10.482781Z
S011,1,30,240,normal,859,1,2026-05-20T08:02:12.905264Z
S011,1,31,300,normal,632,1,2026-05-20T08:02:15.440017Z
S011,1,32,300,normal,625,1,2026-05-20T08:02:18.308859Z
S011,1,33,240,normal,890,1,2026-05-20T08:02:20.455553Z
S011,1,34,300,mirror,872,1,2026-05-20T08:02:22.945225Z
S011,1,35,240,normal,886,1,2026-05-20T08:02:25.677444Z
S011,1,36,60,mirror,849,1,2026-05-20T08:02:27.680760Z
S011,1,37,60,mirror,817,1,2026-05-20T08:02:30.070074Z
S011,1,38,60,normal,657,1,2026-05-20T08:02:32.110588Z
S011,1,39,180,normal,1059,1,2026-05-20T08:02:35.077482Z
S011,1,40,60,mirror,805,1,2026-05-20T08:02:37.110582Z
S011,1,41,240,normal,925,1,2026-05-20T08:02:39.659316Z
S011,1,42,0,normal,480,1,2026-05-20T08:02:42.284299Z
S011,1,43,300,mirror,844,1,2026-05-20T08:02:44.688820Z
S011,1,44,300,normal,686,1,2026-05-20T08:02:47.549558Z
S011,1,45,120,normal,886,1,2026-05-20T08:02:50.253515Z
S011,1,46,0,mirror,689,1,2026-05-20T08:02:53.049828Z
S011,1,47,120,mirror,1026,1,2026-05-20T08:02:55.153760Z
S011,1,48,60,normal,736,1,2026-05-20T08:02:57.348832Z
S011,1,49,0,mirror,738,1,2026-05-20T08:03:00.253831Z
S011,1,50,60,normal,717,1,2026-05-20T08:03:02.677860Z
S011,1,51,60,normal,638,1,2026-05-20T08:03:04.899408Z
S011,1,52,60,normal,762,1,2026-05-20T08:03:07.570887Z
S011,1,53,240,mirror,875,1,2026-05-20T08:03:10.086077Z
S011,1,54,0,normal,569,1,2026-05-20T08:03:12.960543Z
S011,1,55,60,normal,669,1,2026-05-20T08:03:15.524825Z
S011,1,56,120,normal,779,1,2026-05-20T08:03:18.008346Z
S011,1,57,180,mirror,1202,1,2026-05-20T08:03:20.136363Z
S011,1,58,300,mirror,734,1,2026-05-20T08:03:22.667811Z
S011,1,59,0,mirror,654,1,2026-05-20T08:03:24.778884Z
S011,1,60,240,mirror,1043,1,2026-05-20T08:03:27.106015Z
S011,1,61,120,mirror,894,1,2026-05-20T08:03:29.464279Z
S011,1,62,60,mirror,767,1,2026-05-20T08:03:31.626016Z
