subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S024,0,1,300,mirror,856,1,2026-06-02T08:00:00Z
S024,0,2,0,normal,614,1,2026-06-02T08:00:02.396956Z
S024,0,3,0,mirror,774,1,2026-06-02T08:00:04.765498Z
S024,0,4,0,mirror,706,1,2026-06-02T08:00:07.553626Z
S024,0,5,0,normal,761,1,2026-06-02T08:00:10.312948Z
S024,0,6,60,mirror,868,1,2026-06-02T08:00:12.631839Z
S024,0,7,180,mirror,1332,1,2026-06-02T08:00:15.435510Z
S024,0,8,240,normal,913,1,2026-06-02T08:00:17.746587Z
S024,0,9,180,normal,1135,1,2026-06-02T08:00:20.279846Z
S024,0,10,300,normal,685,1,2026-06-02T08:00:23.272085Z
S024,0,11,60,mirror,1001,1,2026-06-02T08:00:25.704010Z
S024,0,12,60,normal,851,1,2026-06-02T08:00:28.155526Z
S024,0,13,240,mirror,1111,1,2026-06-02T08:00:30.611489Z
S024,0,14,240,mirror,1018,1,2026-06-02T08:00:32.893111Z
S024,0,15,120,normal,1019,1,2026-06-02T08:00:35.354436Z
S024,0,16,120,normal,1094,1,2026-06-02T08:00:37.763451Z
S024,0,17,300,mirror,846,1,2026-06-02T08:00:39.948787Z
S024,0,18,60,normal,763,0,2026-06-02T08:00:42.144017Z
S024,0,19,180,normal,1255,1,2026-06-02T08:00:45.007546Z
S024,0,20,240,normal,801,1,2026-06-02T08:00:47.413860Z
S024,0,21,300,normal,784,1,2026-06-02T08:00:50.217070Z
S024,0,22,180,mirror,1325,1,2026-06-02T08:00:52.773104Z
S024,0,23,120,mirror,1189,1,2026-06-02T08:00:54.909814Z
S024,0,24,120,mirror,1119,1,2026-06-02T08:00:57.280742Z
S024,1,1,180,mirror,1123,1,2026-06-02T08:00:59.706949Z
S024,1,2,300,mirror,726,1,2026-06-02T08:01:02.354037Z
S024,1,3,300,normal,700,1,2026-06-02T08:01:04.535554Z
S024,1,4,120,normal,815,1,2026-06-02T08:01:06.883177Z
S024,1,5,0,mirror,711,1,2026-06-02T08:01:09.637830Z
S024,1,6,0,normal,576,1,2026-06-02T08:01:12.438068Z
