subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S014,0,1,300,normal,867,1,2026-05-23T08:00:00Z
S014,0,2,60,mirror,963,1,2026-05-23T08:00:02.885317Z
S014,0,3,0,mirror,703,1,2026-05-23T08:00:05.809061Z
S014,0,4,300,mirror,858,1,2026-05-23T08:00:07.858406Z
S014,0,5,120,normal,1064,1,2026-05-23T08:00:10.610200Z
S014,0,6,240,mirror,1204,1,2026-05-23T08:00:12.765341Z
S014,0,7,300,normal,841,1,2026-05-23T08:00:15.447014Z
S014,0,8,0,normal,546,1,2026-05-23T08:00:18.244232Z
S014,0,9,180,normal,1147,1,2026-05-23T08:00:21.038871Z
S014,0,10,60,mirror,863,1,2026-05-23T08:00:23.381220Z
S014,0,11,120,mirror,920,1,2026-05-23T08:00:25.734175Z
S014,0,12,180,mirror,1226,1,2026-05-23T08:00:28.359989Z
S014,0,13,180,normal,1151,1,2026-05-23T08:00:30.953364Z
S014,0,14,0,normal,524,1,2026-05-23T08:00:33.572523Z
S014,0,15,60,normal,750,1,2026-05-23T08:00:36.298420Z
S014,0,16,240,normal,1110,0,2026-05-23T08:00:39.223720Z
S014,0,17,300,mirror,881,1,2026-05-23T08:00:41.341790Z
S014,0,18,120,mirror,1057,1,2026-05-23T08:00:43.894436Z
S014,0,19,120,normal,1052,1,2026-05-23T08:00:46.814771Z
S014,0,20,180,mirror,1238,1,2026-05-23T08:00:49.130476Z
S014,0,21,0,mirror,797,1,2026-05-23T08:00:51.763188Z
S014,0,22,240,mirror,1065,1,2026-05-23T08:00:53.920564Z
S014,0,23,60,normal,828,1,2026-05-23T08:00:56.688062Z
S014,0,24,240,normal,930,1,2026-05-23T08:00:59.120362Z
S014,1,1,0,mirror,675,1,2026-05-23T08:01:01.844954Z
S014,1,2,300,mirror,823,1,2026-05-23T08:01:04.813341Z
S014,1,3,0,mirror,686,1,2026-05-23T08:01:06.929176Z
S014,1,4,0,mirror,656,1,2026-05-23T08:01:09.762999Z
S014,1,5,300,normal,720,1,2026-05-23T08:01:12.272200Z
S014,1,6,240,normal,862,1,2026-05-23T08:01:14.491580Z
S014,1,7,120,mirror,1065,1,2026-05-23T08:01:16.612522Z
S014,1,8,300,normal,634,1,2026-05-23T08:01:18.615442Z
S014,1,9,0,mirror,695,0,2026-05-23T08:01:21.253169Z
S014,1,10,0,mirror,642,1,2026-05-23T08:01:24.071881Z
S014,1,11,180,normal,1078,1,2026-05-23T08:01:26.915636Z
S014,1,12,60,normal,736,1,2026-05-23T08:01:29.195046Z
S014,1,13,240,normal,909,1,2026-05-23T08:01:32.182031Z
S014,1,14,300,mirror,861,1,2026-05-23T08:01:35.160909Z
S014,1,15,0,normal,550,1,2026-05-23T08:01:38.154614Z
S014,1,16,0,mirror,589,1,2026-05-23T08:01:40.182847Z
S014,1,17,120,normal,896,1,2026-05-23T08:01:43.092433Z
S014,1,18,180,mirror,1095,1,2026-05-23T08:01:45.811776Z
S014,1,19,0,normal,513,1,2026-05-23T08:01:48.274834Z
S014,1,20,0,normal,575,1,2026-05-23T08:01:50.866901Z
S014,1,21,300,mirror,804,1,2026-05-23T08:01:53.281070Z
S014,1,22,180,mirror,1122,1,2026-05-23T08:01:56.022718Z
S014,1,23,0,normal,517,1,2026-05-23T08:01:58.415545Z
S014,1,24,60,mirror,910,1,2026-05-23T08:02:00.738331Z
S014,1,25,60,mirror,668,1,2026-05-23T08:02:02.859590Z
S014,1,26,180,mirror,1183,1,2026-05-23T08:02:05.448233Z
S014,1,27,240,mirror,996,1,2026-05-23T08:02:08.277341Z
S014,1,28,60,normal,686,1,2026-05-23T08:02:11.070619Z
S014,1,29,120,normal,903,1,2026-05-23T08:02:13.287901Z
S014,1,30,60,normal,691,1,2026-05-23T08:02:15.680569Z
S014,1,31,120,mirror,913,1,2026-05-23T08:02:18.004401Z
S014,1,32,120,mirror,956,1,2026-05-23T08:02:20.213403Z
S014,1,33,180,normal,1082,1,2026-05-23T08:02:22.643175Z
S014,1,34,300,normal,738,1,2026-05-23T08:02:24.697875Z
S014,1,35,240,mirror,860,1,2026-05-23T08:02:27.097895Z
S014,1,36,240,normal,925,1,2026-05-23T08:02:29.384318Z
S014,1,37,300,mirror,716,1,2026-05-23T08:02:32.161287Z
S014,1,38,120,normal,898,1,2026-05-23T08:02:34.767028Z
S014,1,39,60,mirror,750,1,2026-05-23T08:02:36.929601Z
S014,1,40,0,mirror,639,1,2026-05-23T08:02:39.775865Z
S014,1,41,180,normal,932,1,2026-05-23T08:02:42.031984Z
S014,1,42,240,normal,791,1,2026-05-23T08:02:44.108751Z
S014,1,43,240,mirror,986,1,2026-05-23T08:02:46.411250Z
S014,1,44,180,normal,1033,1,2026-05-23T08:02:48.758476Z
S014,1,45,0,mirror,643,1,2026-05-23T08:02:51.600876Z
S014,1,46,0,mirror,607,1,2026-05-23T08:02:53.722331Z
S014,1,47,120,normal,866,0,2026-05-23T08:02:56.065661Z
S014,1,48,0,normal,435,1,2026-05-23T08:02:58.568861Z
S014,1,49,180,mirror,1187,1,2026-05-23T08:03:01.309077Z
S014,1,50,0,normal,612,1,2026-05-23T08:03:03.947981Z
S014,1,51,300,mirror,789,1,2026-05-23T08:03:06.392233Z
S014,1,52,0,normal,603,1,2026-05-23T08:03:09.148977Z
S014,1,53,300,mirror,732,1,2026-05-23T08:03:11.576034Z
S014,1,54,240,normal,819,1,2026-05-23T08:03:14.259778Z
S014,1,55,180,mirror,1029,1,2026-05-23T08:03:16.684251Z
S014,1,56,60,normal,727,1,2026-05-23T08:03:19.547917Z
S014,1,57,240,mirror,902,1,2026-05-23T08:03:21.605607Z
S014,1,58,0,normal,532,1,2026-05-23T08:03:24.165020Z
S014,1,59,240,normal,892,1,2026-05-23T08:03:26.507421Z
S014,1,60,120,normal,838,1,2026-05-23T08:03:28.706215Z
S014,1,61,120,normal,861,1,2026-05-23T08:03:31.372354Z
S014,1,62,180,normal,980,1,2026-05-23T08:03:34.009209Z
S014,1,63,300,normal,711,1,2026-05-23T08:03:36.572681Z
S014,1,64,60,mirror,858,1,2026-05-23T08:03:38.985158Z
S014,1,65,240,normal,777,1,2026-05-23T08:03:41.600101Z
S014,1,66,180,mirror,1106,1,2026-05-23T08:03:43.816169Z
S014,1,67,120,mirror,934,1,2026-05-23T08:03:45.869328Z
S014,1,68,240,normal,826,1,2026-05-23T08:03:48.609414Z
S014,1,69,60,mirror,876,1,2026-05-23T08:03:51.034124Z
S014,1,70,180,normal,1042,1,2026-05-23T08:03:53.223920Z
S014,1,71,240,mirror,1025,1,2026-05-23T08:03:55.569952Z
S014,1,72,60,mirror,757,1,2026-05-23T08:03:58.460285Z
S014,1,73,120,mirror,991,1,2026-05-23T08:04:00.613584Z
S014,1,74,300,normal,790,1,2026-05-23T08:04:02.831869Z
S014,1,75,60,normal,595,1,2026-05-23T08:04:05.027041Z
S014,1,76,120,normal,886,1,2026-05-23T08:04:07.768422Z
S014,1,77,300,normal,652,1,2026-05-23T08:04:10.645034Z
S014,1,78,180,mirror,1116,1,2026-05-23T08:04:12.727417Z
S014,1,79,180,normal,1109,1,2026-05-23T08:04:15.630494Z
S014,1,80,300,normal,682,1,2026-05-23T08:04:17.758181Z
