subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S020,0,1,120,mirror,1028,1,2026-05-29T08:00:00Z
S020,0,2,180,mirror,1312,1,2026-05-29T08:00:02.058588Z
S020,0,3,240,normal,1058,1,2026-05-29T08:00:04.523068Z
S020,0,4,180,mirror,1295,1,2026-05-29T08:00:07.397782Z
S020,0,5,240,normal,1018,1,2026-05-29T08:00:10.152598Z
S020,0,6,60,normal,880,1,2026-05-29T08:00:12.680877Z
S020,0,7,120,normal,998,1,2026-05-29T08:00:14.984493Z
S020,0,8,180,normal,1194,0,2026-05-29T08:00:17.308134Z
S020,0,9,300,mirror,966,1,2026-05-29T08:00:19.621534Z
S020,0,10,120,normal,1000,1,2026-05-29T08:00:21.762020Z
S020,0,11,60,mirror,991,1,2026-05-29T08:00:24.366413Z
S020,0,12,60,normal,856,0,2026-05-29T08:00:26.516439Z
S020,0,13,0,mirror,738,0,2026-05-29T08:00:28.751332Z
S020,0,14,60,mirror,885,1,2026-05-29T08:00:31.523482Z
S020,0,15,0,mirror,750,0,2026-05-29T08:00:34.375781Z
S020,0,16,0,normal,722,1,2026-05-29T08:00:36.737644Z
S020,0,17,240,mirror,1020,1,2026-05-29T08:00:38.755914Z
S020,0,18,240,mirror,1121,0,2026-05-29T08:00:40.900369Z
S020,0,19,180,normal,1208,1,2026-05-29T08:00:43.465951Z
S020,0,20,0,normal,705,1,2026-05-29T08:00:45.656146Z
S020,0,21,300,normal,756,1,2026-05-29T08:00:47.750562Z
S020,0,22,300,normal,660,1,2026-05-29T08:00:50.617489Z
S020,0,23,120,mirror,1087,0,2026-05-29T08:00:53.036127Z
S020,0,24,300,mirror,895,1,2026-05-29T08:00:55.228945Z
S020,1,1,120,mirror,1055,1,2026-05-29T08:00:57.652994Z
S020,1,2,0,mirror,667,1,2026-05-29T08:01:00.392246Z
S020,1,3,180,mirror,1111,1,2026-05-29T08:01:02.961130Z
S020,1,4,60,mirror,851,1,2026-05-29T08:01:05.649378Z
S020,1,5,60,normal,801,1,2026-05-29T08:01:07.901218Z
S020,1,6,120,mirror,1073,1,2026-05-29T08:01:10.284708Z
S020,1,7,0,normal,451,1,2026-05-29T08:01:13.252679Z
S020,1,8,120,normal,819,1,2026-05-29T08:01:15.452607Z
S020,1,9,120,normal,833,1,2026-05-29T08:01:18.101444Z
S020,1,10,180,mirror,1180,1,2026-05-29T08:01:20.818022Z
S020,1,11,60,normal,832,1,2026-05-29T08:01:23.706057Z
S020,1,12,120,mirror,941,1,2026-05-29T08:01:26.007673Z
S020,1,13,300,normal,760,1,2026-05-29T08:01:28.730805Z
S020,1,14,300,mirror,936,0,2026-05-29T08:01:31.381425Z
S020,1,15,240,mirror,969,1,2026-05-29T08:01:33.891785Z
S020,1,16,60,mirror,912,1,2026-05-29T08:01:36.864935Z
S020,1,17,240,normal,891,1,2026-05-29T08:01:39.451872Z
S020,1,18,300,normal,663,1,2026-05-29T08:01:41.527644Z
S020,1,19,300,mirror,766,1,2026-05-29T08:01:44.083477Z
S020,1,20,240,normal,854,1,2026-05-29T08:01:46.175570Z
S020,1,21,0,normal,632,1,2026-05-29T08:01:48.610198Z
S020,1,22,180,mirror,1240,1,2026-05-29T08:01:50.817014Z
S020,1,23,60,mirror,788,1,2026-05-29T08:01:53.801299Z
S020,1,24,180,normal,947,1,2026-05-29T08:01:56.263736Z
S020,1,25,300,mirror,829,1,2026-05-29T08:01:58.607626Z
S020,1,26,0,normal,482,1,2026-05-29T08:02:00.867555Z
S020,1,27,300,normal,570,1,2026-05-29T08:02:03.800532Z
S020,1,28,180,normal,989,1,2026-05-29T08:02:06.293902Z
S020,1,29,180,mirror,1212,1,2026-05-29T08:02:09.241364Z
S020,1,30,0,mirror,634,1,2026-05-29T08:02:11.471171Z
S020,1,31,120,mirror,986,1,2026-05-29T08:02:13.824432Z
S020,1,32,120,normal,832,1,2026-05-29T08:02:16.276080Z
S020,1,33,0,mirror,628,1,2026-05-29T08:02:18.893708Z
S020,1,34,60,mirror,849,1,2026-05-29T08:02:21.663380Z
S020,1,35,0,mirror,651,1,2026-05-29T08:02:24.361444Z
S020,1,36,300,normal,662,1,2026-05-29T08:02:27.239413Z
S020,1,37,0,mirror,739,1,2026-05-29T08:02:30.183117Z
S020,1,38,60,mirror,876,0,2026-05-29T08:02:32.294928Z
S020,1,39,120,normal,842,1,2026-05-29T08:02:35.115437Z
S020,1,40,240,mirror,1007,1,2026-05-29T08:02:37.444983Z
S020,1,41,60,normal,700,1,2026-05-29T08:02:40.051934Z
S020,1,42,120,mirror,1062,1,2026-05-29T08:02:42.851878Z
S020,1,43,180,normal,1011,1,2026-05-29T08:02:45.218324Z
S020,1,44,0,mirror,563,1,2026-05-29T08:02:47.379620Z
S020,1,45,60,normal,784,1,2026-05-29T08:02:50.111979Z
S020,1,46,300,normal,669,1,2026-05-29T08:02:52.357461Z
S020,1,47,0,mirror,586,1,2026-05-29T08:02:54.488395Z
S020,1,48,120,normal,949,1,2026-05-29T08:02:57.107636Z
S020,1,49,240,normal,885,1,2026-05-29T08:03:00.092576Z
S020,1,50,240,mirror,907,0,2026-05-29T08:03:02.843009Z
S020,1,51,180,normal,1076,1,2026-05-29T08:03:05.297426Z
S020,1,52,300,normal,820,1,2026-05-29T08:03:07.688351Z
S020,1,53,300,mirror,788,1,2026-05-29T08:03:10.235110Z
S020,1,54,240,normal,855,1,2026-05-29T08:03:12.331867Z
S020,1,55,180,mirror,1122,1,2026-05-29T08:03:14.799316Z
S020,1,56,120,mirror,1023,1,2026-05-29T08:03:17.607683Z
S020,1,57,60,mirror,838,1,2026-05-29T08:03:20.434145Z
S020,1,58,60,normal,761,1,2026-05-29T08:03:23.005207Z
S020,1,59,240,normal,843,1,2026-05-29T08:03:25.446688Z
S020,1,60,180,normal,1113,1,2026-05-29T08:03:28.065996Z
S020,1,61,0,normal,503,1,2026-05-29T08:03:30.840870Z
S020,1,62,60,mirror,706,1,2026-05-29T08:03:32.992864Z
S020,1,63,120,mirror,1032,1,2026-05-29T08:03:35.046703Z
S020,1,64,240,mirror,964,1,2026-05-29T08:03:37.961096Z
S020,1,65,120,normal,908,1,2026-05-29T08:03:40.742295Z
S020,1,66,180,mirror,1156,0,2026-05-29T08:03:43.460689Z
S020,1,67,180,mirror,1152,1,2026-05-29T08:03:45.525724Z
S020,1,68,240,mirror,1007,1,2026-05-29T08:03:47.570348Z
S020,1,69,180,normal,1006,1,2026-05-29T08:03:49.944716Z
S020,1,70,60,normal,738,1,2026-05-29T08:03:52.846626Z
S020,1,71,120,normal,866,1,2026-05-29T08:03:55.031662Z
S020,1,72,300,normal,669,1,2026-05-29T08:03:57.629074Z
S020,1,73,0,normal,617,1,2026-05-29T08:04:00.337822Z
S020,1,74,0,normal,561,1,2026-05-29T08:04:02.626238Z
S020,1,75,120,mirror,923,1,2026-05-29T08:04:04.654541Z
S020,1,76,0,normal,558,1,2026-05-29T08:04:06.761480Z
S020,1,77,60,mirror,755,1,2026-05-29T08:04:09.534835Z
S020,1,78,240,mirror,931,1,2026-05-29T08:04:12.054567Z
S020,1,79,300,normal,666,1,2026-05-29T08:04:14.974607Z
S020,1,80,0,normal,625,1,2026-05-29T08:04:17.445539Z
S020,1,81,0,mirror,555,1,2026-05-29T08:04:20.414138Z
S020,1,82,240,normal,895,1,2026-05-29T08:04:23.299210Z
S020,1,83,180,mirror,1180,1,2026-05-29T08:04:26.253938Z
S020,1,84,300,mirror,736,1,2026-05-29T08:04:28.782585Z
