subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S018,0,1,0,mirror,586,1,2026-05-27T08:00:00Z
S018,0,2,60,mirror,870,1,2026-05-27T08:00:02.219377Z
S018,0,3,240,normal,841,0,2026-05-27T08:00:04.854150Z
S018,0,4,120,mirror,1095,1,2026-05-27T08:00:07.165876Z
S018,0,5,300,mirror,939,1,2026-05-27T08:00:09.350238Z
S018,0,6,120,normal,995,1,2026-05-27T08:00:11.544695Z
S018,0,7,180,normal,1117,1,2026-05-27T08:00:14.064458Z
S018,0,8,240,normal,1094,1,2026-05-27T08:00:16.210503Z
S018,0,9,180,normal,1205,1,2026-05-27T08:00:18.562770Z
S018,0,10,180,mirror,1189,1,2026-05-27T08:00:21.198140Z
S018,0,11,60,mirror,824,0,2026-05-27T08:00:24.096174Z
S018,0,12,120,normal,1033,1,2026-05-27T08:00:26.190727Z
S018,0,13,180,mirror,1165,1,2026-05-27T08:00:29.000698Z
S018,0,14,0,normal,773,1,2026-05-27T08:00:31.533416Z
S018,0,15,60,normal,657,1,2026-05-27T08:00:34.511550Z
S018,0,16,0,mirror,847,1,2026-05-27T08:00:37.467589Z
S018,0,17,300,mirror,927,1,2026-05-27T08:00:40.191151Z
S018,0,18,240,mirror,1038,1,2026-05-27T08:00:42.310259Z
S018,0,19,120,mirror,1030,1,2026-05-27T08:00:44.640785Z
S018,0,20,240,mirror,1182,1,2026-05-27T08:00:47.088016Z
S018,0,21,60,normal,893,1,2026-05-27T08:00:49.754814Z
S018,0,22,300,normal,690,1,2026-05-27T08:00:52.718866Z
S018,0,23,300,normal,780,1,2026-05-27T08:00:54.895201Z
S018,0,24,0,normal,486,1,2026-05-27T08:00:57.319278Z
S018,1,1,180,normal,988,1,2026-05-27T08:00:59.791691Z
S018,1,2,0,normal,485,1,2026-05-27T08:01:02.420385Z
S018,1,3,60,normal,572,1,2026-05-27T08:01:05.331218Z
S018,1,4,180,normal,1070,1,2026-05-27T08:01:07.370509Z
S018,1,5,300,mirror,788,1,2026-05-27T08:01:10.216506Z
S018,1,6,0,normal,468,1,2026-05-27T08:01:12.719111Z
S018,1,7,60,mirror,837,1,2026-05-27T08:01:14.807708Z
S018,1,8,120,normal,825,1,2026-05-27T08:01:16.987154Z
S018,1,9,180,mirror,1065,1,2026-05-27T08:01:19.273683Z
S018,1,10,180,normal,1027,1,2026-05-27T08:01:22.154711Z
S018,1,11,180,mirror,1076,1,2026-05-27T08:01:24.393202Z
S018,1,12,60,normal,704,1,2026-05-27T08:01:26.821478Z
S018,1,13,240,mirror,1078,1,2026-05-27T08:01:29.335701Z
S018,1,14,60,normal,801,1,2026-05-27T08:01:32.053126Z
S018,1,15,240,mirror,1090,1,2026-05-27T08:01:34.998597Z
