subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S004,0,1,300,mirror,941,1,2026-05-13T08:00:00Z
S004,0,2,300,normal,732,1,2026-05-13T08:00:02.261538Z
S004,0,3,0,mirror,747,1,2026-05-13T08:00:04.774720Z
S004,0,4,60,normal,626,1,2026-05-13T08:00:06.997781Z
S004,0,5,120,mirror,1053,0,2026-05-13T08:00:09.586019Z
S004,0,6,180,normal,1126,1,2026-05-13T08:00:11.737573Z
S004,0,7,120,mirror,981,1,2026-05-13T08:00:14.317143Z
S004,0,8,60,mirror,973,1,2026-05-13T08:00:16.991124Z
S004,0,9,180,normal,1129,1,2026-05-13T08:00:19.417495Z
S004,0,10,60,mirror,1053,1,2026-05-13T08:00:21.798499Z
S004,0,11,180,mirror,1267,1,2026-05-13T08:00:23.914724Z
S004,0,12,240,mirror,1087,0,2026-05-13T08:00:26.112982Z
S004,0,13,60,normal,912,1,2026-05-13T08:00:28.465745Z
S004,0,14,240,normal,1069,1,2026-05-13T08:00:31.005010Z
S004,0,15,120,normal,752,1,2026-05-13T08:00:33.183546Z
S004,0,16,180,mirror,1329,1,2026-05-13T08:00:35.891891Z
S004,0,17,0,normal,657,1,2026-05-13T08:00:38.788458Z
S004,0,18,0,normal,744,1,2026-05-13T08:00:41.409938Z
S004,0,19,0,mirror,745,0,2026-05-13T08:00:43.654217Z
S004,0,20,300,mirror,849,1,2026-05-13T08:00:45.987980Z
S004,0,21,240,mirror,1003,1,2026-05-13T08:00:48.918977Z
S004,0,22,240,normal,896,1,2026-05-13T08:00:50.951393Z
S004,0,23,120,normal,978,0,2026-05-13T08:00:53.484033Z
S004,0,24,300,normal,855,1,2026-05-13T08:00:56.402726Z
S004,1,1,240,normal,913,1,2026-05-13T08:00:59.236984Z
S004,1,2,0,normal,546,1,2026-05-13T08:01:01.911142Z
S004,1,3,60,normal,766,1,2026-05-13T08:01:04.216597Z
S004,1,4,60,mirror,758,1,2026-05-13T08:01:06.713521Z
S004,1,5,60,normal,842,1,2026-05-13T08:01:09.144060Z
S004,1,6,240,mirror,980,1,2026-05-13T08:01:11.923300Z
S004,1,7,0,mirror,678,1,2026-05-13T08:01:14.666329Z
S004,1,8,300,mirror,775,1,2026-05-13T08:01:17.073124Z
S004,1,9,240,normal,786,1,2026-05-13T08:01:19.325102Z
S004,1,10,300,mirror,770,0,2026-05-13T08:01:22.042975Z
S004,1,11,180,normal,1076,1,2026-05-13T08:01:24.596281Z
S004,1,12,60,normal,660,1,2026-05-13T08:01:27.520515Z
S004,1,13,0,mirror,658,1,2026-05-13T08:01:29.542472Z
S004,1,14,0,mirror,610,1,2026-05-13T08:01:32.451175Z
S004,1,15,0,normal,640,1,2026-05-13T08:01:35.084796Z
S004,1,16,180,mirror,1196,1,2026-05-13T08:01:37.753433Z
S004,1,17,0,mirror,658,1,2026-05-13T08:01:39.840738Z
S004,1,18,60,normal,780,1,2026-05-13T08:01:41.907075Z
S004,1,19,120,mirror,981,1,2026-05-13T08:01:44.682063Z
S004,1,20,180,normal,1012,1,2026-05-13T08:01:47.446345Z
S004,1,21,300,mirror,771,1,2026-05-13T08:01:50.132624Z
S004,1,22,60,mirror,778,1,2026-05-13T08:01:52.572836Z
S004,1,23,0,normal,473,1,2026-05-13T08:01:55.152126Z
S004,1,24,180,normal,1078,1,2026-05-13T08:01:58.061324Z
S004,1,25,0,normal,544,1,2026-05-13T08:02:00.077394Z
S004,1,26,300,mirror,685,1,2026-05-13T08:02:02.085071Z
S004,1,27,180,mirror,1168,1,2026-05-13T08:02:04.672066Z
S004,1,28,240,mirror,982,1,2026-05-13T08:02:06.880499Z
S004,1,29,300,normal,780,1,2026-05-13T08:02:09.617208Z
S004,1,30,300,mirror,855,1,2026-05-13T08:02:11.882427Z
S004,1,31,120,normal,842,1,2026-05-13T08:02:14.224255Z
S004,1,32,300,normal,610,1,2026-05-13T08:02:16.287049Z
S004,1,33,300,normal,747,1,2026-05-13T08:02:19.066931Z
S004,1,34,180,normal,1035,1,2026-05-13T08:02:21.842426Z
S004,1,35,0,mirror,630,1,2026-05-13T08:02:24.744778Z
S004,1,36,240,mirror,962,1,2026-05-13T08:02:27.600491Z
S004,1,37,0,mirror,648,1,2026-05-13T08:02:29.846882Z
S004,1,38,0,normal,575,1,2026-05-13T08:02:31.956718Z
S004,1,39,240,normal,839,1,2026-05-13T08:02:34.242462Z
S004,1,40,0,normal,544,0,2026-05-13T08:02:37.184969Z
S004,1,41,120,mirror,1136,1,2026-05-13T08:02:39.716803Z
S004,1,42,0,mirror,719,1,2026-05-13T08:02:42.172866Z
S004,1,43,120,mirror,971,1,2026-05-13T08:02:44.182776Z
S004,1,44,240,normal,963,1,2026-05-13T08:02:46.699595Z
S004,1,45,60,mirror,830,0,2026-05-13T08:02:49.159091Z
S004,1,46,120,mirror,1077,1,2026-05-13T08:02:51.487704Z
S004,1,47,0,normal,477,1,2026-05-13T08:02:53.924971Z
S004,1,48,120,mirror,942,1,2026-05-13T08:02:56.082612Z
S004,1,49,240,mirror,1022,1,2026-05-13T08:02:58.686597Z
S004,1,50,240,normal,1007,1,2026-05-13T08:03:01.036475Z
S004,1,51,300,normal,616,1,2026-05-13T08:03:03.815890Z
S004,1,52,300,normal,646,1,2026-05-13T08:03:06.048723Z
S004,1,53,240,mirror,1016,1,2026-05-13T08:03:08.926060Z
S004,1,54,240,mirror,1018,1,2026-05-13T08:03:11.801074Z
S004,1,55,0,normal,581,1,2026-05-13T08:03:14.793423Z
S004,1,56,180,mirror,1149,1,2026-05-13T08:03:16.956495Z
S004,1,57,120,normal,904,1,2026-05-13T08:03:19.046238Z
S004,1,58,60,normal,663,1,2026-05-13T08:03:21.199516Z
S004,1,59,300,normal,677,1,2026-05-13T08:03:23.317528Z
S004,1,60,180,normal,1016,1,2026-05-13T08:03:25.631442Z
S004,1,61,240,mirror,966,1,2026-05-13T08:03:27.833674Z
S004,1,62,120,normal,843,1,2026-05-13T08:03:30.530271Z
S004,1,63,180,normal,999,1,2026-05-13T08:03:32.596910Z
S004,1,64,120,mirror,1040,1,2026-05-13T08:03:35.594905Z
S004,1,65,120,normal,862,1,2026-05-13T08:03:37.642254Z
S004,1,66,180,normal,919,1,2026-05-13T08:03:39.858060Z
S004,1,67,0,normal,576,1,2026-05-13T08:03:42.290451Z
S004,1,68,120,normal,863,1,2026-05-13T08:03:45.027345Z
S004,1,69,300,normal,728,1,2026-05-13T08:03:48.015348Z
S004,1,70,60,mirror,857,1,2026-05-13T08:03:50.893490Z
S004,1,71,120,normal,804,1,2026-05-13T08:03:53.555776Z
S004,1,72,180,mirror,1045,1,2026-05-13T08:03:56.032729Z
S004,1,73,60,mirror,843,1,2026-05-13T08:03:58.962416Z
S004,1,74,120,normal,768,1,2026-05-13T08:04:01.217452Z
S004,1,75,300,mirror,857,1,2026-05-13T08:04:03.521950Z
S004,1,76,60,mirror,817,1,2026-05-13T08:04:06.148851Z
S004,1,77,0,mirror,666,1,2026-05-13T08:04:08.891885Z
S004,1,78,60,mirror,877,1,2026-05-13T08:04:11.167868Z
S004,1,79,180,normal,1065,1,2026-05-13T08:04:13.703771Z
S004,1,80,180,mirror,1116,1,2026-05-13T08:04:15.794099Z
S004,1,81,240,normal,811,1,2026-05-13T08:04:17.800057Z
S004,1,82,300,normal,722,1,2026-05-13T08:04:20.654856Z
S004,1,83,240,normal,894,1,2026-05-13T08:04:23.435297Z
