subject_id,block,trial_id,angle,char_type,rt,correct,timestamp
S001,0,1,60,normal,791,1,2026-05-10T08:00:00Z
S001,0,2,120,mirror,1027,1,2026-05-10T08:00:02.946020Z
S001,0,3,0,mirror,695,1,2026-05-10T08:00:05.069746Z
S001,0,4,240,mirror,1062,1,2026-05-10T08:00:07.088700Z
S001,0,5,180,mirror,1250,1,2026-05-10T08:00:09.493062Z
S001,0,6,120,normal,1045,1,2026-05-10T08:00:12.374304Z
S001,0,7,0,normal,622,1,2026-05-10T08:00:14.503628Z
S001,0,8,300,normal,948,1,2026-05-10T08:00:17.486416Z
S001,0,9,240,mirror,1185,1,2026-05-10T08:00:20.450420Z
S001,0,10,0,mirror,785,1,2026-05-10T08:00:22.557017Z
S001,0,11,240,normal,931,1,2026-05-10T08:00:25.288928Z
S001,0,12,60,normal,934,1,2026-05-10T08:00:27.888309Z
S001,0,13,120,normal,1123,1,2026-05-10T08:00:29.892638Z
S001,0,14,240,normal,986,1,2026-05-10T08:00:32.815516Z
S001,0,15,300,mirror,830,1,2026-05-10T08:00:34.920342Z
S001,0,16,180,mirror,1294,1,2026-05-10T08:00:37.403070Z
S001,0,17,0,normal,590,1,2026-05-10T08:00:40.224376Z
S001,0,18,60,mirror,850,0,2026-05-10T08:00:42.573443Z
S001,0,19,300,mirror,932,1,2026-05-10T08:00:45.232735Z
S001,0,20,300,normal,784,1,2026-05-10T08:00:47.514169Z
S001,0,21,180,normal,1118,1,2026-05-10T08:00:50.169379Z
S001,0,22,180,normal,1235,1,2026-05-10T08:00:53.051529Z
S001,0,23,120,mirror,951,1,2026-05-10T08:00:55.516618Z
S001,0,24,60,mirror,1009,1,2026-05-10T08:00:57.765786Z
S001,1,1,0,normal,601,1,2026-05-10T08:01:00.425433Z
S001,1,2,60,normal,643,1,2026-05-10T08:01:02.948361Z
S001,1,3,60,normal,720,1,2026-05-10T08:01:05.565889Z
S001,1,4,300,normal,750,1,2026-05-10T08:01:08.295169Z
S001,1,5,240,normal,888,1,2026-05-10T08:01:10.379088Z
S001,1,6,120,mirror,959,1,2026-05-10T08:01:12.615348Z
S001,1,7,240,normal,842,1,2026-05-10T08:01:15.510574Z
S001,1,8,180,normal,1079,1,2026-05-10T08:01:17.626766Z
S001,1,9,60,mirror,774,1,2026-05-10T08:01:20.006460Z
S001,1,10,120,mirror,902,1,2026-05-10T08:01:22.132128Z
S001,1,11,0,normal,584,1,2026-05-10T08:01:24.690257Z
S001,1,12,180,mirror,1068,1,2026-05-10T08:01:27.007241Z
S001,1,13,0,mirror,721,1,2026-05-10T08:01:29.734551Z
S001,1,14,300,mirror,780,1,2026-05-10T08:01:31.739514Z
S001,1,15,300,mirror,749,1,2026-05-10T08:01:34.102984Z
S001,1,16,120,normal,863,1,2026-05-10T08:01:36.623444Z
S001,1,17,120,mirror,1070,1,2026-05-10T08:01:39.140626Z
S001,1,18,240,normal,699,1,2026-05-10T08:01:41.676360Z
S001,1,19,120,mirror,945,1,2026-05-10T08:01:44.410511Z
S001,1,20,300,mirror,804,1,2026-05-10T08:01:47.213170Z
S001,1,21,0,mirror,605,1,2026-05-10T08:01:49.381279Z
S001,1,22,60,mirror,744,0,2026-05-10T08:01:52.073459Z
S001,1,23,0,normal,538,1,2026-05-10T08:01:54.916280Z
S001,1,24,60,mirror,746,1,2026-05-10T08:01:56.992588Z
S001,1,25,180,normal,1010,1,2026-05-10T08:01:59.883965Z
S001,1,26,240,normal,831,1,2026-05-10T08:02:02.420393Z
S001,1,27,300,normal,622,1,2026-05-10T08:02:05.173635Z
S001,1,28,0,mirror,563,1,2026-05-10T08:02:08.109275Z
S001,1,29,240,normal,923,0,2026-05-10T08:02:11.085202Z
S001,1,30,240,mirror,948,1,2026-05-10T08:02:13.751168Z
S001,1,31,180,mirror,1153,1,2026-05-10T08:02:16.648885Z
S001,1,32,60,normal,767,0,2026-05-10T08:02:19.257791Z
S001,1,33,60,mirror,824,1,2026-05-10T08:02:21.494051Z
S001,1,34,300,normal,722,1,2026-05-10T08:02:23.862293Z
S001,1,35,60,normal,812,1,2026-05-10T08:02:26.241402Z
S001,1,36,240,mirror,1063,1,2026-05-10T08:02:29.219217Z
S001,1,37,300,mirror,697,1,2026-05-10T08:02:31.668940Z
S001,1,38,300,normal,719,1,2026-05-10T08:02:34.523909Z
S001,1,39,120,mirror,879,1,2026-05-10T08:02:36.908114Z
S001,1,40,240,mirror,1045,1,2026-05-10T08:02:39.416974Z
S001,1,41,300,mirror,886,1,2026-05-10T08:02:42.286678Z
S001,1,42,240,mirror,1013,1,2026-05-10T08:02:44.880732Z
S001,1,43,0,mirror,652,1,2026-05-10T08:02:47.567654Z
S001,1,44,180,mirror,970,1,2026-05-10T08:02:50.308575Z
S001,1,45,180,mirror,1208,1,2026-05-10T08:02:52.915515Z
S001,1,46,180,normal,1151,1,2026-05-10T08:02:55.165193Z
S001,1,47,0,normal,515,1,2026-05-10T08:02:57.431446Z
S001,1,48,0,mirror,712,1,2026-05-10T08:02:59.938900Z
S001,1,49,300,normal,712,1,2026-05-10T08:03:02.316049Z
S001,1,50,120,normal,826,1,2026-05-10T08:03:04.636799Z
S001,1,51,180,normal,1055,1,2026-05-10T08:03:07.057117Z
S001,1,52,0,normal,583,1,2026-05-10T08:03:09.753817Z
S001,1,53,60,normal,737,1,2026-05-10T08:03:11.857291Z
S001,1,54,300,mirror,839,1,2026-05-10T08:03:13.970894Z
S001,1,55,240,mirror,969,1,2026-05-10T08:03:16.839981Z
S001,1,56,60,mirror,907,1,2026-05-10T08:03:19.203553Z
S001,1,57,120,normal,923,1,2026-05-10T08:03:21.253532Z
S001,1,58,240,normal,859,1,2026-05-10T08:03:24.238408Z
